IDEN;IDEN_2;DepthLow_cm;DepthHigh_cm;OM_WB_perc;OM_LOI_perc;C_active_perc;C_perc;S_perc;N_perc;pHCaCl2;pHWater;pHKCl;pHSMP;P_M3_mgPkg;K_M3_mgPkg;Ca_M3_mgPkg;Mg_M3_mgPkg;Mn_M3_mgPkg;Zn_M3_mgPkg;Cu_M3_mgPkg;Al_M3_mgPkg;Fe_M3_mgPkg;CEC_NH4OAc_meqP100g;CEC_bases_meqP100g;CEC_pHSMP;NO3Wet_mgPkg;NO3_mgPkg;NH4_mgPkg
2863;17CET0056;;;;;293.35;3.306;0.01471;0.242;5.36;;;6.9;69.88;34.64;650.87;116.18;2.39;5.64;0.65;1838.75;246.27;;;;;6.1741;18.9686
519;09LEP00300;0;20;;;;2.953;0.040393;0.08653;5.37;;;;59.71;164.95;721.5;137.51;10.22;3.27;0.32;1970.02;204.77;;;;;;
543;09LEPinc0108;0;20;;;;1.15;0.05573;0.13945;5.37;;;;111.05;107.44;519.93;27;9.04;2.69;1.48;577.28;437.03;;;;;;
696;11JG00173;0;20;;;;3.097;0.04973;0.1808;5.37;5.24;;6.66;21.34;22.95;987.02;17.03;9.43;0.57;0.52;1492.35;186.22;8.568;14.14;12.7;;26.52;
1160;14LEP01230;0;20;;;;3.936;0.05254;0.3146;5.37;;;;384.77;102.98;2955.74;196.81;27.93;16.46;6.69;1426.69;321.16;;;;;;
1307;14LEP02101;0;20;;;;1.753;0.01425;0.1472;5.37;;;;118.09;179.72;656.8;49.13;21.94;2.48;0.99;1006.01;344.13;;;;25.1198;;
1421;14LEP02221;0;20;;;;2.374;0.01275;0.1598;5.37;;;;233.52;56.6;713.29;46.23;19.93;9.34;2;2032.02;175.86;;;;25.2691;;
1551;14LEP02351;0;20;;;;1.712;0.00694;0.1039;5.37;;;;43.51;39.79;758.13;42.2;10.02;2.55;0.54;2123.77;82.61;;;;15.5199;;
1565;14LEP02365;0;20;;;;1.809;0.01038;0.147;5.37;;;;33.09;64.22;438.23;47.88;7.09;3.02;1.02;2207.22;73.12;;;;10.5249;;
2340;;;;;7.307;;4.667;0.03048;0.276;5.37;5.8;;6.08;;73.65;1087;42;;;;1893;;20.4;;;;;
2381;;;;;3.052;;2.06;0.02317;0.2051;5.37;5.99;;6.54;;96.15;723;61;;;;1687;;7.3;;;;;
2611;14LEP03211;0;20;;;;2.202;0.00763;0.128;5.37;;;;155.9;39.66;588.82;44.12;20.29;8.88;2.31;1898.86;141.21;;;;;;
2777;14LEP03377;0;20;;;;2.351;0.00433;0.1502;5.37;;;;124.71;49.7;685.34;40.48;12.3;6.5;2.14;2057.84;110.33;;;;;;
2837;17CET0030;;;;;393.379;3.663;0.02386;0.3024;5.37;;;6.34;40.96;19.23;973.96;150.95;6.31;5.43;1.3;2195.71;242.09;;;;;23.7713;19.3381
59;02LEP00420;0;20;2.57;;;1.755;0.02721;0.1102;5.38;;;6.65;20.54;77.53;1212.58;131.81;23.57;2.52;2.24;805.84;303.29;;;;;;
183;01LEP00500;0;30;3.1;;;2.566;0.03627;0.1346;5.38;5.5;;6.46;58.48;257.7;2575;119.8;;;;1529.57;;17.82;;;;;
323;01LEP00595;30;60;;;;;;;5.38;5.5;;;17.59;96.9;395;37;;;;2050;;;;;;;
834;14LEP00090;0;20;;;;3.117;0.07044;0.2369;5.38;5.18;;6.34;68.38;33.76;1007.6;100.22;26.04;11.33;3.28;1750.92;156.76;6.598;;16.4;;;
899;14LEP00163;0;20;;;;2.853;0.03797;0.1378;5.38;4.94;;6.64;50.79;88.41;670.15;49.24;11.04;6.1;3.72;2023.07;96.74;6.975;16.19;11.73;;;
1035;14LEP01104;0;20;;;;2.254;0.02089;0.1633;5.38;;;;201.07;50.64;685.5;58.94;15.86;7.23;1.45;1936.19;144.7;;;;28.114;;
1055;14LEP01124;0;20;;;;2.396;0.02374;0.1803;5.38;;;;244.54;62.15;766.85;42.09;21.65;8.73;1.75;1932.89;188.49;;;;20.489;;
1064;14LEP01133;0;20;;;;2.759;0.02741;0.2133;5.38;;;;405.76;41.97;828.46;49.71;23.79;24.74;1.76;1355.24;149.07;;;;45.577;;
1267;14LEP02061;0;20;;;;2.497;0.01447;0.1954;5.38;;;;336.84;112.05;630.84;76.64;13.45;10.41;16.56;2054.7;185.77;;;;30.132;;
1792;16LEP00020;0;20;4.1;;;2.65;;;5.38;;;6.32;30.5;135.7;2682;328.1;16.15;1.68;2.74;1225.8;376.24;20.948;;;;;
2370;;;;;3.392;;2.049;0.02213;0.1737;5.38;5.98;;6.47;;96.35;888;31;;;;1720;;7;;;;;
2439;14LEP03039;0;20;;;;2.307;0.0128;0.1158;5.38;;;;128.32;129.78;522.44;52.41;15.59;3.71;0.56;2061.1;165.12;;;;;;
2514;14LEP03114;0;20;;;;3.276;0.0159;0.1716;5.38;;;;106.89;175.57;727.1;77.07;12.66;4.99;0.62;1997.63;129.09;;;;;;
2595;14LEP03195;0;20;;;;2.073;0.01113;0.1185;5.38;;;;173.5;35.23;741.01;40.6;16.35;6.66;2.36;1814.54;155.43;;;;;;
2615;14LEP03215;0;20;;;;2.46;0.0179;0.1649;5.38;;;;152.32;52.61;702.99;58.26;24.08;8.8;1.97;1898.85;154.19;;;;;;
2838;17CET0031;;;;;373.676;3.86;0.03326;0.3129;5.38;;;6.39;40.44;23.85;970.69;153.39;6.49;6.68;1.49;2132.25;254.99;;;;;14.8107;19.0344
540;09LEPinc0105;0;20;;;;2.81;0.077835;0.217;5.39;;;;125.64;144.05;906.32;119.59;10.06;4.06;5.22;1779.65;171.33;;;;;;
1050;14LEP01119;0;20;;;;2.607;0.0259;0.2153;5.39;;;;307.9;80.5;951.2;54.73;21.48;9.27;1.88;1962.04;188.04;;;;25.18;;
1056;14LEP01125;0;20;;;;3.14;0.0331;0.2365;5.39;;;;236.11;68.38;956.47;51.71;20.25;12.05;1.7;1853.17;173.51;;;;28.886;;
1142;14LEP01212;0;20;;;;1.421;0.014;0.1603;5.39;;;;92.99;79.49;459.27;68.03;9.85;2.1;0.76;1737.54;71.99;;;;;;
1209;14LEP02003;0;20;;;;1.941;0.00383;0.17;5.39;;;;193.37;54.56;543.05;94.63;11.76;6.31;1.35;1935.31;124.56;;;;22.7514;;
1261;14LEP02055;0;20;;;;2.453;0.02085;0.1931;5.39;;;;241.39;147.07;590.97;85.09;12.81;8.96;12.58;2045.88;137.2;;;;27.9456;;
1265;14LEP02059;0;20;;;;2.343;0.01825;0.1677;5.39;;;;261.92;86.81;569.28;80;13.29;8.79;13.12;2070.29;167.55;;;;24.8644;;
2284;1JGF00077;0;20;;;;6.24;0.02512;0.2275;5.39;;;;288.46;165.53;1822.27;134.97;6.3;6.12;0.84;1900.62;160.58;;;;49.0881;;
2751;14LEP03351;0;20;;;;1.746;0.01079;0.1138;5.39;;;;33.84;58.78;415.37;36.94;9.38;1.81;0.97;2278.61;94.62;;;;;;
40;03BOL00012;0;20;;;;2.8;;;5.4;;;6.3;109;242;600;60;;;;1654;;7.46;;;;;
156;06LEP00210;0;20;5.4;;;;;;5.4;;;;36.03;107;3464;416;;;;873;264;;;;;;
166;06LEP00302;0;20;2.92;;;1.822;0.00772;0.1304;5.4;5.5;;6.73;65.77;198.31;1620.06;218.96;17.7;3.63;2.09;703.46;;;;;;;
302;01LEP00553;30;60;;;;;;;5.4;5.75;;;24.28;22.7;342;12;;;;2182;;;;;;;
516;05LEP00346;0;20;30.2;;;14.67;0.1988;0.8154;5.4;;;;;;;;;;;;;34.8;;;;;
520;09LEP00302;0;20;;;;2.914;0.02653;0.04684;5.4;;;;84.99;138.14;814.02;142.53;8.47;2.87;0.36;1955.42;237.03;;;;;;
657;11JG00132;0;20;;;;1.807;0.03892;0.1144;5.4;5.17;;6.77;99.42;81.43;2152.48;241.63;80.32;1.39;2.2;730.43;260.94;13.852;;19.55;;31.7;
862;14LEP00122;0;20;;;;3.111;0.04182;0.1145;5.4;5.16;;6.45;169.84;40.32;714.07;44.99;18.63;10.78;4.8;1597.33;163.65;7.24;16.05;13.5;;;
994;14LEP01063;0;20;;;;2.309;0.01565;0.1731;5.4;;;;283.17;74.35;1036.26;82.58;13.3;7.29;4.42;1942.25;179.16;;;;15.804;;
1287;14LEP02081;0;20;;;;2.178;0.02263;0.2048;5.4;;;;93.03;193.66;877.4;65.21;23.81;2.95;1.57;1144.4;369.35;;;;39.8259;;
1419;14LEP02219;0;20;;;;2.361;0.01963;0.1668;5.4;;;;259.94;74.11;689.7;56.55;23.53;13.49;2.18;1929.06;213.91;;;;23.1204;;
1504;14LEP02304;0;20;;;;2.718;0.01369;0.1823;5.4;;;;223.64;60.35;1170.05;39.16;25.3;13.11;1.69;1823.03;143.57;;;;;;
1517;14LEP02317;0;20;;;;2.526;0.01501;0.1443;5.4;;;;134.76;72.53;523.85;26.08;14.1;3.02;0.64;2063.83;68.83;;;;33.6162;;
2389;;;;;1.509;;1.463;0.01709;0.1673;5.4;5.77;;6.77;;224.95;774.5;121;;;;1670.5;;7.9;;;;;
2457;14LEP03057;0;20;;;;1.183;0;0.08752;5.4;;;;332.58;72.41;582.18;57.26;15.79;20.33;9.13;1788.2;195.1;;;;;;
2757;14LEP03357;0;20;;;;2.526;0.01034;0.1717;5.4;;;;179.4;63.58;664.61;65.72;13.57;4.6;1.96;2143.86;118.65;;;;;;
65.04;05OLEP00010;0;20;5.58;;;2;0.034093;0.18917;5.41;;;6.51;224.42;273.96;1202.88;89.33;37.42;1.3;2.71;1630.57;291.11;;;;;;
524;02LEP00700;0;20;;;;2.343;0.032843;0.05695;5.41;;;;91.34;273.31;631.76;115.32;9.68;3.27;0.31;1678.27;159.13;;;;;;
684;11JG00161;0;20;;;;3.406;0.04255;0.1839;5.41;5.15;;6.53;13;200.7;2820.61;556.88;11.93;1.14;8.27;981.06;288.1;27.325;;27.99;;4.82;
853;14LEP00113;0;20;;;;3.104;0.04131;0.1601;5.41;5.18;;6.56;181.27;51.04;838.26;50.94;22.86;11.41;5.47;1610.59;163.93;7.989;17.55;13.21;;;
874;14LEP00134;0;20;;;;3.341;0.04206;0.1613;5.41;5.18;;6.41;199.51;48.3;1078.62;37.54;19.77;16.42;4.41;1548.97;216.06;8.462;;15.64;;;
1041;14LEP01110;0;20;;;;2.286;0.03111;0.1751;5.41;;;;262.55;82.77;967.45;55.3;24.25;7.38;1.92;2081.21;172.2;;;;26.335;;
1155;14LEP01225;0;20;;;;6.345;0.09604;0.4264;5.41;;;;333.75;129.69;3290.48;188.25;36.54;1.36;6.45;1505.35;340.29;;;;;;
1483;14LEP02283;0;20;;;;2.632;0.02095;0.2087;5.41;;;;361.98;66.86;903.27;33.73;19.8;18.62;1.76;1536.17;215.69;;;;15.5088;;
1784;16LEP00012;0;20;2.1;;;1.35;;;5.41;;;6.81;106.11;102.2;1732.8;179.4;;;;803.4;249;10.934;;;;;
2437;14LEP03037;0;20;;;;2.54;0.01099;0.2216;5.41;;;;152.47;146.26;1060.59;88.62;24.05;6.92;0.98;2746.19;242.24;;;;;;
2513;14LEP03113;0;20;;;;1.745;0.00096;0.1131;5.41;;;;355;99.38;613.31;70.75;13.01;8.47;14.55;1754.11;196.36;;;;;;
2590;14LEP03190;20;20;;;;2.849;0.01273;0.1539;5.41;;;;156.92;74.29;932.77;95.9;11.72;8.83;1.95;2240.5;173.22;;;;;;
2767;14LEP03367;0;20;;;;2.524;0.01223;0.1503;5.41;;;;129.27;60.41;788.25;41.11;9.23;5.15;1.29;2008.15;122.21;;;;;;
2845;17CET0038;;;;;328.208;3.976;0.033;0.294;5.41;;;6.43;41.45;25.99;872.13;158.8;6.08;7.14;1.23;2045.19;248.72;;;;;22.7627;16.4304
2848;17CET0041;;;;;253.944;3.06;0.01727;0.2534;5.41;;;6.1;68.56;15.38;485.69;78.98;3.91;5.36;1.19;1799.35;257.67;;;;;19.9143;19.8612
783;14LEP00035;0;20;;;;1.824;0.07636;0.1227;5.42;5.14;;6.93;143.53;196.44;854.62;48.93;25.86;5.32;3.8;995.17;351.03;7.441;13.38;10.31;;;
1047;14LEP01116;0;20;;;;2.262;0.02548;0.1656;5.42;;;;293.93;76.23;804.52;62.73;20.14;7.34;1.46;2083.52;182.59;;;;18.839;;
1077;14LEP01146;0;20;;;;1.765;0.01404;0.1508;5.42;;;;108.54;32.19;661.53;60.7;12.38;0.83;2.31;1886.03;144.02;;;;;;
1145;14LEP01215;0;20;;;;6.239;0.09949;0.4229;5.42;;;;312.93;95.24;3272.09;217.14;27.1;10.08;7.59;1390.75;391.08;;;;;;
2281;1JGF00074;0;20;;;;3.327;0.01701;0.1702;5.42;;;;224.86;146.39;1047.13;95.44;5.89;3.77;0.84;1801.03;160.76;9.19;;;47.8298;;
2449;14LEP03049;0;20;;;;1.841;0.0106;0.1252;5.42;;;;346.08;119.39;717.56;85.97;18.46;10.14;14.53;1958.59;219.77;;;;;;
2523;14LEP03123;0;20;;;;2.612;0.01459;0.1479;5.42;;;;295.54;97.67;1070.74;84.39;15.12;10.69;5.26;1702.23;174.7;;;;;;
2651;14LEP03251;0;20;;;;2.144;0.01119;0.1273;5.42;;;;169.96;56.53;689.34;36.69;16.02;7.05;1.5;1834.13;144.02;;;;;;
2701;14LEP03301;0;20;;;;2.288;0.00345;0.1236;5.42;;;;135.62;48.51;507.93;47.39;19.2;4.72;1.48;2471.38;152.88;;;;;;
2749;14LEP03349;0;20;;;;2.032;0.00469;0.1282;5.42;;;;36.94;50.7;391.32;44.25;9.59;1.65;1.16;2156.47;80.23;;;;;;
2826;17CET0019;;;;;276.678;2.385;0.0821;0.1931;5.42;;;6.8;384.33;17.91;1076;38.15;29.32;10.33;1.87;1391.84;316.05;;;;;13.5892;15.5961
2846;17CET0039;;;;;329.724;3.43;0.02629;0.2702;5.42;;;6.28;35.28;21.87;836.69;149.66;5.74;4.65;1.3;1803.77;236.55;;;;;19.1996;14.5751
104;09LEP00112;0;20;;;;3.344;0.04351;0.17537;5.43;;;6.13;155.73;123.37;878.33;63.33;11.7;2.6;4;1884.07;179.07;;;;;;
578;10LEP00128;0;20;;;;2.683;;;5.43;;;;41.42;;;;;;;1214.81;123.85;;;;;;
907;14LEP00171;0;20;;;;2.438;0.05781;0.1085;5.43;5.3;;6.61;42.57;66.75;535.99;37.52;13.22;4.45;3.19;1741.42;115.8;3.436;;11.17;;;
909;14LEP00173;0;20;;;;2.918;0.04266;0.1421;5.43;5.01;;6.57;31.93;21.43;766.35;33.51;13.76;5.36;3.3;1958.84;119.03;6.975;;12.54;;;
974;14LEP01043;0;20;;;;2.014;0.01468;0.1892;5.43;;;;172.26;294.99;936.49;57.21;25.06;2.18;0.62;1130.73;411.82;;;;2.752;;
975;14LEP01044;0;20;;;;2.276;0.02365;0.2237;5.43;;;;151.07;208.89;976.32;61.47;18.4;1.37;0.7;1214.23;347.97;;;;28.581;;
1038;14LEP01107;0;20;;;;2.615;0.02825;0.1891;5.43;;;;193.7;70.81;955.66;72.97;25.1;10.86;1.77;2091.95;155.46;;;;29.934;;
1259;14LEP02053;0;20;;;;2.564;0.02229;0.1954;5.43;;;;272.55;171.04;658.11;89.05;13.93;9.49;13.18;2036.17;156.9;;;;28.8954;;
1361;14LEP02155;0;20;;;;1.38;0.00512;0.09311;5.43;;;;185.09;31.68;502.68;36.97;9.36;4.63;2.29;1826.76;97.38;;;;14.7064;;
1423;14LEP02223;0;20;;;;2.298;0.02034;0.1773;5.43;;;;204.53;43.8;652.61;47.03;17.49;7.89;1.76;1772;158.76;;;;18.0669;;
1425;14LEP02225;0;20;;;;2.178;0.00745;0.1372;5.43;;;;193.3;95;613.69;45.35;16.69;8.37;1.79;1781.51;124.14;;;;21.4228;;
2283;1JGF00076;0;20;;;;2.083;0.00896;0.1116;5.43;;;;59.73;85.4;700.16;57.33;5.63;2.44;0.46;1374.75;187.64;;;;40.157;;
2733;14LEP03333;0;20;;;;2.605;0.01352;0.1926;5.43;;;;91.12;72.64;783.99;31.61;28.23;4.69;0.75;2192.18;123.79;;;;;;
2745;14LEP03345;0;20;;;;2.159;0.00606;0.1323;5.43;;;;53.59;61.43;529.52;46.54;10.93;3.25;1.16;2301.75;117.37;;;;;;
2925;17CET0118;;;;;343.364;2.791;0.0074;0.256;5.43;;;6.56;77.4;156.94;1353.92;118.81;120.7;5.07;4.74;1553.21;229.8;;;;;13.8462;16.3264
135;06LEP00102;0;20;4.975;;;3.653;0.01666;0.182;5.435;;;;72.12;316.58;3098;429;24.1;2.71;1.73;1341.77;432.98;;;;;;
132;05LEP00244;0;20;;;;2.744;0.049953;0.25043;5.44;;;;38.48;175.69;2805.12;481.9;34.16;3.82;3.78;995.29;196.46;;;;;;
133;06LEP00100;0;20;3.71;;;2.353;0.01968;0.2175;5.44;;;;51.69;386.24;3071;931;27.93;3.85;2.95;1227.51;487.96;;;;;;
337;01LEP00623;30;60;;;;;;;5.44;6.28;;;;;;;;;;;;;;;;;
528;05LEP00404;0;20;;;;23.257;0.332343;1.41271;5.44;;;;204.02;344.6;5102.77;723.46;11.37;19.51;8.14;1788.38;394.39;;;;;;
857;14LEP00117;0;20;;;;2.665;0.03735;0.09192;5.44;5.21;;6.52;188.97;57.27;790.98;60.86;17.39;10.39;4.53;1597.68;179.83;7.583;17.41;13.43;;;
878;14LEP00138;0;20;;;;3.093;0.03957;0.14;5.44;5.18;;6.55;183.52;53.17;864.87;32.78;24.29;15.55;4.51;1577.15;160.48;7.664;16.93;13.28;;;
900;14LEP00164;0;20;;;;2.567;0.03816;0.114;5.44;5.1;;6.58;53.63;104.44;568.56;56.44;11.24;6.18;3.34;1846.65;106.17;7.817;14.38;11.86;;;
996;14LEP01065;0;20;;;;2.875;0.03068;0.1971;5.44;;;;279.76;81.37;1109.73;88.3;10.96;8.51;5.18;1923.63;182.27;;;;22.346;;
1391;14LEP02191;0;20;;;;2.599;0.01058;0.1741;5.44;;;;116.28;45.21;820.12;67.27;20.21;7.36;1.22;2087.48;118.65;;;;27.1208;;
1414;14LEP02214;0;20;;;;2.281;0.0126;0.1467;5.44;;;;94.53;25.2;742.09;70.53;14.61;4.65;0.69;1907.69;87.37;;;;;;
1457;14LEP02257;0;20;;;;1.883;0.00886;0.1157;5.44;;;;247.26;42.76;700.31;44.83;14.81;7.62;1.91;1708.62;143.43;;;;22.8799;;
1587;14LEP02387;0;20;;;;2.389;0.00877;0.1951;5.44;;;;109.98;82.09;863.82;51.58;9.37;5.19;1.15;1977.12;79.97;;;;88.0938;;
2225;1JGF00018;0;20;;;;1.665;0.00148;0.1137;5.44;;;;38.02;57.32;406.82;40.45;1.86;0.8;0.29;801.85;209.47;;;;36.2538;;
2727;14LEP03327;0;20;;;;1.895;0.00338;0.1222;5.44;;;;87.45;41.55;575.88;42.98;12.54;3.34;4.66;1923.68;111.79;;;;;;
2827;17CET0020;;;;;288.803;2.514;0.0311;0.1928;5.44;;;6.84;376.97;17.77;1248.72;45.14;13.89;10;2.06;1680.35;298.82;;;;;10.062;13.5102
146;06LEP00114;0;20;4.14;;;;;;5.45;;;;30.5;177.06;2563;482;16.15;1.68;2.74;1156.99;376.24;;;;;;
642;11JG00081;0;20;;;;2.635;0.03774;0.182;5.45;5.12;;6.47;41.82;215.32;1989.03;623.53;43.84;1.68;2.71;890.69;232.07;21.627;;;;4.28;
666;11JG00143;0;20;;;;2.284;0.04702;0.1434;5.45;5.1;;6.76;321.54;130.26;1064.76;94.58;27.83;10.53;3.46;462.94;363.88;6.812;;13.11;;76.83;
719;11JG00197;0;20;;;;2.327;0.0306;0.1758;5.45;5.08;;6.79;141.31;256.09;1859.01;162.91;26.08;1.62;2.16;1023;288.11;14.92;20.31;17.7;;8.25;
808;14LEP00064;0;20;;;;2.457;0.06417;0.1281;5.45;5.24;;6.57;270.21;50.82;1134.53;84.23;14.41;12.42;8.41;1551.09;213.15;6.147;17.9;14.87;;;
835;14LEP00091;0;20;;;;3.731;0.06692;0.2161;5.45;5.23;;6.42;46.3;40.43;991.43;86.69;23.18;7.74;2.96;1604.36;132.98;7.635;17.98;15.5;;;
966;14LEP01035;0;20;;;;2.424;0.03199;0.23;5.45;;;;125.69;151.54;1175.76;66.55;29.3;1.1;0.95;1281.39;299.62;;;;29.655;;
1000;14LEP01069;0;20;;;;2.413;0.01638;0.179;5.45;;;;206.47;96.91;1015.7;97.23;10.77;8.5;5.17;1888.95;174.84;;;;29.242;;
1081;14LEP01150;0;20;;;;2.109;0.02036;0.1912;5.45;;;;335.95;171.39;729.91;86.8;18.08;7.47;5.16;1655.32;181.87;;;;;;
1363;14LEP02157;0;20;;;;2.436;0.00437;0.1989;5.45;;;;200.89;67.5;1014.35;78.96;9.95;8.74;5.51;2155.95;138.71;;;;23.2217;;
1431;14LEP02231;0;20;;;;2.034;0.00965;0.1567;5.45;;;;196.86;38.66;614.47;44.87;19.83;8.46;1.83;1923.99;120.75;;;;18.7616;;
2212;1JGF00005;0;20;;;;2.809;0.00413;0.1759;5.45;;;;27.87;107.31;769.77;39.58;3.25;1.06;0.22;605.78;145.95;;;;10.6996;;
65.03;05OLEP00009;0;20;5.02;;;2.052;0.03707;0.1964;5.46;;;6.54;213.63;247.86;1114.8;86.9;35.39;1.38;2.86;1598.61;249.77;;;;;;
142;06LEP00108;0;20;3.44;;;2.194;0.01013;0.1404;5.46;;;;59.28;53.13;1474;114;44.17;2.23;1.12;815.13;410.1;;;;;;
339;01LEP00627;30;60;;;;;;;5.46;6.16;;;;;;;;;;;;;;;;;
648;11JG00111;0;20;;;;2.813;0.0404;0.1457;5.46;5.25;;6.53;47.88;88.82;2650.45;260.68;52.81;1.71;1.57;856.23;249.31;18.303;21.45;24.38;;42.01;
796;14LEP00048;0;20;;;;2.458;0.09117;0.2188;5.46;4.87;;6.8;24.33;70.69;1183.08;59.38;22.35;4.2;4.36;1049.49;282.22;7.006;15.79;12.89;;;
810;14LEP00066;0;20;;;;3.41;0.07061;0.2074;5.46;5.2;;6.39;285.13;127.34;1254.39;80.01;19.05;14.66;9.99;1731.37;222.85;10.808;20.67;17.26;;;
872;14LEP00132;0;20;;;;2.607;0.03531;0.106;5.46;5.16;;6.58;147.98;51.78;821.85;46.99;15.13;8.31;4.12;1533.37;155.81;7.75;17.23;12.91;;;
921;14LEP00185;0;20;;;;2.727;0.05735;0.1217;5.46;5.13;;6.64;161.01;97.55;870.31;59.91;13.46;9.7;4.74;1950.07;142.94;7.363;15.5;12.84;;;
1063;14LEP01132;0;20;;;;2.822;0.02177;0.2258;5.46;;;;288.44;61.61;875.08;59.39;26.85;20.51;1.48;1492.75;141.05;;;;24.425;;
1082;14LEP01151;0;20;;;;2.927;0.04368;0.2512;5.46;;;;363.66;290.33;1042.66;130.65;29.85;10.05;6.27;1794.18;193.31;;;;;;
1291;14LEP02085;0;20;;;;1.981;0.01855;0.1961;5.46;;;;137.75;187.94;775.45;48.53;22;2.52;1.49;1064.67;376.9;;;;28.1283;;
2248;1JGF00041;0;20;;;;2.278;0.00898;0.1939;5.46;;;;48.48;69.75;523.74;52.67;2.89;1.14;0.27;695.99;116.21;;;;10.0585;;
2304;1JGF00097;0;20;;;;11.31;0.08979;0.5563;5.46;;;;129.78;274.25;3735.07;202.79;6.08;4.68;2.08;1298.77;579.77;;;;24.6106;;
2304;1JGF00097;0;20;;;;11.31;0.08979;0.5563;5.46;;;;129.78;274.25;3735.07;202.79;6.08;4.68;2.08;1298.77;579.77;;;;;;
2469;14LEP03069;0;20;;;;0.789;0;0.05918;5.46;;;;251.76;185.08;1054.63;74;31.83;8.14;3.15;727.77;549.73;;;;;;
2473;14LEP03073;0;20;;;;1.768;0.00901;0.1396;5.46;;;;143.5;100.23;1058.86;69.49;24.99;2.76;1.76;1175.07;440.97;;;;;;
2481;14LEP03081;0;20;;;;2.279;0.0212;0.1814;5.46;;;;173.58;218.4;999.92;63.76;10.2;3.32;2.11;1289.31;528.63;;;;;;
2547;14LEP03147;0;20;;;;2.287;0;0.1383;5.46;;;;106.69;59.92;940.44;53.66;20.09;9.12;1.23;1880.71;128.46;;;;;;
2985;17CET0178;;;;;341.849;2.768;0.01829;0.3333;5.46;;;6.84;139.63;139.2;1283.72;93.71;1085.75;7.41;4.93;960.25;310.32;;;;;22.693;6.154
107;02LEP00504;0;20;;;;2.878;0.03216;0.1418;5.47;;;6.5;167.33;176.2;816.67;73.33;10.3;1.53;3.07;1819.97;181.6;;;;;;
311;01LEP00571;30;60;;;;;;;5.47;5.67;;;101.6;107.2;795;59;;;;2129;;;;;;;
525;02LEP00702;0;20;;;;3.362;0.037693;0.09904;5.47;;;;65.56;257.11;964.41;169.69;13.01;4.24;0.4;1817.85;192.43;;;;;;
544;09LEPinc0109;0;20;;;;2.959;0.11625;0.29165;5.47;;;;195.55;617.8;1624.9;113.58;29.92;4.04;1.9;1231.04;275.11;6.57;;;;;
992;14LEP01061;0;20;;;;2.084;0.01653;0.1726;5.47;;;;349.89;195.99;775.82;96.8;16.6;7.06;4.7;1837.2;183.65;;;;;;
995;14LEP01064;0;20;;;;2.32;0.01264;0.1656;5.47;;;;322.43;90.46;1056.88;85.22;14.7;9.92;4.64;1942.94;189.87;;;;18.385;;
1023;14LEP01092;0;20;;;;3.101;0.03493;0.2284;5.47;;;;340.55;112.42;1477.99;68.91;22.84;19.9;2.33;1889.98;205.74;;;;;;
1289;14LEP02083;0;20;;;;1.785;0.01431;0.1518;5.47;;;;112.46;182.87;775.69;54.46;30.35;2.77;1.36;891.56;360.08;;;;25.8839;;
2621;14LEP03221;0;20;;;;2.159;0.01238;0.1373;5.47;;;;216.4;50.23;898.9;37.22;22.27;9.1;2.19;2001.98;168.42;;;;;;
2659;14LEP03259;0;20;;;;2.412;0.01255;0.1402;5.47;;;;227.15;53.02;1068.71;38.57;14.41;11.54;1.6;1849.57;195.69;;;;;;
1257;14LEP02051;0;20;;;;2.535;0.01407;0.2216;5.48;;;;175.1;151.97;650.17;103.24;11.46;4.47;0.97;2153.4;146.55;;;;54.3935;;
1433;14LEP02233;0;20;;;;2.489;0.0149;0.1684;5.48;;;;185.51;48.44;721.53;61.07;23.18;34.65;4.99;1813.55;123.52;;;;16.1181;;
1435;14LEP02235;0;20;;;;2.869;0.02062;0.212;5.48;;;;209.81;61.69;733.47;59.94;19.99;10.82;2.35;1892.4;136.67;;;;23.3178;;
2253;1JGF00046;0;20;;;;3.894;0.02675;0.3009;5.48;;;;74.73;169;927.87;107.48;2.75;2.08;0.81;469.43;108.71;;;;45.6308;;
52;02LEP00406;0;20;3.13;;;2.707;0.0324;0.115;5.49;;;6.22;22.93;279.81;898.08;73.77;7.53;2.84;0.38;1779.05;166.87;;;;;;
65.01;05OLEP00007;0;20;5.98;;;1.927;0.03029;0.1841;5.49;;;6.56;218;273.48;1267.86;89.4;36.47;1.22;2.54;1680.37;303.15;;;;;;
780;14LEP00032;0;20;;;;1.581;0.06003;0.08443;5.49;5.14;;6.77;234.38;94.64;560.32;85.2;9.41;9.05;12.32;1373.9;153.05;6.442;14.15;10.32;;;
831;14LEP00087;0;20;;;;2.311;0.05056;0.1093;5.49;5.3;;6.5;81.04;25.32;880.92;71.37;21.26;7.14;3.06;1694.92;133.66;5.484;17.26;14.06;;;
889;14LEP00149;0;20;;;;2.097;0.027693;0.12165;5.49;5.62;;6.93;362.44;206.99;2399.22;87.71;35.18;3.47;3.92;1161.38;296.12;16.14;21.06;18.39;;;
1039;14LEP01108;0;20;;;;2.585;0.03043;0.1868;5.49;;;;214.45;82.93;976.02;95.13;20.79;9.88;2.5;2191.91;168.54;;;;35.973;;
1365;14LEP02159;0;20;;;;2.864;0.01618;0.1785;5.49;;;;191.95;60.47;1261.03;93.41;17.64;11.44;3.26;2556.44;179.37;12.98;;;29.6085;;
